time,ax,ay,az,bx,by,bz
151030340.0,2340.0,500.0,22224.0,-36.0,864.0,18056.0
151432340.0,2208.0,628.0,22224.0,72.0,696.0,18068.0
151834340.0,2228.0,552.0,22128.0,-8.0,868.0,17840.0
152236340.0,2248.0,616.0,22060.0,-32.0,784.0,17888.0
152638340.0,2240.0,520.0,22244.0,0.0,760.0,17916.0
153040340.0,2264.0,556.0,22144.0,-20.0,684.0,18024.0
153442340.0,2228.0,588.0,22108.0,12.0,948.0,17880.0
153844340.0,2264.0,548.0,22348.0,-100.0,768.0,17964.0
154246340.0,2400.0,592.0,22208.0,-84.0,800.0,18000.0
154648340.0,2252.0,552.0,22112.0,76.0,876.0,17916.0
155050340.0,2300.0,536.0,22252.0,-40.0,844.0,18028.0
155452340.0,2280.0,580.0,22040.0,56.0,896.0,17984.0
155854340.0,2120.0,472.0,22308.0,-20.0,800.0,18076.0
156256340.0,2232.0,508.0,22088.0,0.0,872.0,18012.0
156658340.0,2424.0,596.0,22248.0,120.0,844.0,18036.0
157060340.0,2240.0,580.0,22184.0,-40.0,800.0,18036.0
157462340.0,2300.0,576.0,22220.0,-16.0,828.0,18024.0
157864340.0,2296.0,536.0,22080.0,-20.0,824.0,18020.0
158266340.0,2496.0,668.0,21860.0,132.0,892.0,18048.0
158668340.0,2216.0,552.0,22116.0,0.0,864.0,18004.0
159070340.0,2236.0,640.0,22152.0,4.0,836.0,18016.0
3493399.0,2268.0,568.0,22224.0,80.0,764.0,17964.0
3895349.0,2208.0,552.0,22020.0,-48.0,784.0,18092.0
4297341.0,2376.0,492.0,21748.0,48.0,872.0,17732.0
4699341.0,2248.0,616.0,22100.0,0.0,840.0,18012.0
5101341.0,2404.0,568.0,22236.0,-36.0,852.0,17972.0
5503341.0,2396.0,516.0,22200.0,108.0,804.0,18004.0
5905341.0,2232.0,572.0,22088.0,24.0,852.0,17984.0
6307341.0,2268.0,500.0,22128.0,76.0,844.0,18008.0
6709341.0,2276.0,600.0,22188.0,-76.0,808.0,17900.0
7111341.0,2360.0,556.0,21924.0,-8.0,820.0,18020.0
7513341.0,2304.0,528.0,22176.0,-64.0,824.0,17936.0
7915341.0,2212.0,536.0,22168.0,-20.0,856.0,17872.0
8317341.0,2228.0,524.0,22088.0,-16.0,832.0,17968.0
8719341.0,2208.0,500.0,22108.0,48.0,700.0,17972.0
9121341.0,2344.0,664.0,22132.0,32.0,820.0,17896.0
9523341.0,2296.0,552.0,22120.0,-40.0,852.0,17972.0
9925341.0,2252.0,620.0,22128.0,-12.0,880.0,18072.0
10327341.0,2240.0,532.0,22032.0,-24.0,848.0,18124.0
10729341.0,2244.0,572.0,22260.0,-120.0,788.0,18000.0
11131341.0,2228.0,632.0,22068.0,-84.0,948.0,17780.0
11533341.0,2296.0,616.0,22328.0,-40.0,796.0,17932.0
11935341.0,2200.0,588.0,22032.0,-80.0,788.0,17964.0
12337341.0,2444.0,596.0,22148.0,112.0,844.0,17864.0
12739341.0,2348.0,480.0,22256.0,36.0,712.0,17948.0
13141341.0,2288.0,580.0,22216.0,36.0,824.0,18124.0
13543341.0,2116.0,692.0,21972.0,-12.0,784.0,17904.0
13945341.0,3600.0,2772.0,27412.0,-1304.0,860.0,17732.0
14347341.0,13604.0,-2876.0,4724.0,-660.0,1216.0,17884.0
14749341.0,12300.0,-6596.0,972.0,124.0,400.0,18244.0
15151341.0,13708.0,-3524.0,-5832.0,-100.0,796.0,17928.0
15553341.0,12528.0,-1212.0,-6232.0,-208.0,1020.0,17876.0
15955341.0,11656.0,-1576.0,-6744.0,-56.0,848.0,18056.0
16357341.0,-4676.0,-1796.0,-1440.0,48.0,872.0,18156.0
16759341.0,-5084.0,-448.0,20648.0,120.0,804.0,17948.0
17161341.0,-5800.0,-972.0,21516.0,-12.0,692.0,17940.0
17563341.0,-5904.0,-840.0,21416.0,-164.0,836.0,17944.0
17965341.0,-5812.0,-796.0,21184.0,20.0,724.0,18096.0
18367341.0,-5868.0,-840.0,21124.0,-140.0,928.0,18236.0
18769341.0,-5856.0,-976.0,21024.0,96.0,676.0,17904.0
19171341.0,-5808.0,-952.0,21292.0,40.0,668.0,17920.0
19573341.0,3180.0,-524.0,22684.0,1908.0,-284.0,18116.0
19975341.0,15252.0,-6564.0,9664.0,-68.0,804.0,17652.0
20377341.0,17644.0,-1628.0,4736.0,164.0,740.0,17856.0
20779341.0,17320.0,320.0,3988.0,276.0,2028.0,18840.0
21181341.0,16548.0,-3236.0,4524.0,0.0,796.0,18020.0
21583341.0,32767.0,-13060.0,-11936.0,-7624.0,2972.0,18276.0
21985341.0,-3764.0,-1288.0,24024.0,288.0,560.0,18152.0
22387341.0,-3588.0,-924.0,22284.0,40.0,744.0,17944.0
22789341.0,-3568.0,-840.0,21976.0,-20.0,732.0,18156.0
23191341.0,-3780.0,-1104.0,22020.0,32.0,380.0,18140.0
23593341.0,-3724.0,-684.0,21632.0,-96.0,784.0,17844.0
23995341.0,-3504.0,-736.0,21820.0,-52.0,896.0,17932.0
24397341.0,-3516.0,-808.0,21644.0,40.0,764.0,18000.0
24799341.0,-3624.0,-628.0,21820.0,-96.0,888.0,18080.0
25201341.0,-3572.0,-808.0,21812.0,-60.0,840.0,18056.0
25603341.0,-3632.0,-812.0,21804.0,-12.0,780.0,18080.0
26005341.0,-3780.0,-732.0,21864.0,-172.0,812.0,18020.0
26407341.0,-3996.0,-2912.0,22084.0,336.0,1272.0,19072.0
26809341.0,3960.0,1716.0,23108.0,1056.0,1992.0,16452.0
27211341.0,1560.0,-560.0,22152.0,-32.0,700.0,17980.0
27613341.0,1644.0,380.0,22880.0,40.0,864.0,17940.0
28015341.0,-1560.0,1164.0,23148.0,-3300.0,1476.0,18512.0
28417341.0,6052.0,-340.0,21300.0,324.0,772.0,18800.0
28819341.0,4412.0,716.0,21288.0,-348.0,1144.0,18108.0
29221341.0,3732.0,-4224.0,5900.0,480.0,676.0,17544.0
29623341.0,2132.0,208.0,22080.0,48.0,824.0,17892.0
30025341.0,2044.0,156.0,22152.0,-28.0,784.0,17940.0
30427341.0,1840.0,-220.0,22320.0,72.0,932.0,18156.0
30829341.0,288.0,1460.0,22356.0,-4.0,904.0,17740.0
31231341.0,2520.0,-340.0,22304.0,28.0,768.0,18080.0
31633341.0,6956.0,-616.0,21000.0,-80.0,608.0,18020.0
32035341.0,9136.0,596.0,19048.0,0.0,728.0,18140.0
32437341.0,8604.0,748.0,19524.0,16.0,820.0,18028.0
32839341.0,8928.0,28.0,19248.0,-96.0,552.0,18020.0
33241341.0,9412.0,-380.0,18856.0,-16.0,804.0,18008.0
33643341.0,9536.0,-820.0,19624.0,-196.0,828.0,17984.0
34045341.0,9552.0,-128.0,19160.0,0.0,964.0,18052.0
34447341.0,9404.0,-176.0,19668.0,-80.0,712.0,18048.0
34849341.0,9512.0,-272.0,19560.0,44.0,904.0,17780.0
35251341.0,9408.0,-556.0,19568.0,112.0,772.0,17860.0
35653341.0,9148.0,-356.0,19556.0,-100.0,680.0,18188.0
36055341.0,9380.0,-692.0,19280.0,-116.0,912.0,17844.0
36457341.0,12492.0,-92.0,16008.0,-200.0,920.0,18052.0
36859341.0,15304.0,688.0,9948.0,20.0,736.0,18088.0
37261341.0,96.0,-3208.0,10400.0,-64.0,712.0,18000.0
37663341.0,14276.0,6776.0,20992.0,-212.0,776.0,18108.0
38065341.0,15876.0,-2540.0,4292.0,-120.0,812.0,18036.0
38467341.0,15544.0,-2632.0,11080.0,-68.0,912.0,17924.0
38869341.0,13744.0,-5448.0,14216.0,8.0,788.0,17956.0
39271341.0,12680.0,-4228.0,16272.0,96.0,928.0,18132.0
39673341.0,12996.0,-4328.0,14428.0,-40.0,712.0,18064.0
40075341.0,13132.0,-3940.0,15340.0,36.0,728.0,17864.0
40477341.0,12436.0,-3708.0,15072.0,4.0,888.0,18104.0
40879341.0,13360.0,-4024.0,15156.0,-40.0,692.0,18064.0
41281341.0,16876.0,-1900.0,5036.0,12.0,760.0,17984.0
41683341.0,15896.0,-2164.0,2932.0,-88.0,872.0,17960.0
42085341.0,16796.0,-2716.0,3856.0,0.0,700.0,17916.0
42487341.0,15968.0,-2360.0,3896.0,-28.0,792.0,17868.0
42889341.0,16020.0,-2228.0,3992.0,24.0,804.0,18064.0
43291341.0,16352.0,-3180.0,4072.0,16.0,820.0,17912.0
43693341.0,15992.0,-3220.0,3480.0,8.0,708.0,17876.0
44095341.0,15100.0,-3096.0,4764.0,-56.0,740.0,17960.0
44497341.0,15668.0,-2812.0,-424.0,12.0,792.0,18040.0
44899341.0,14988.0,-5460.0,-5468.0,360.0,880.0,17760.0
45301341.0,10432.0,-1764.0,-7200.0,-96.0,780.0,18048.0
45703341.0,10028.0,-2980.0,-4976.0,16.0,1164.0,18156.0
46105341.0,10852.0,-3452.0,-6608.0,-20.0,740.0,18008.0
46507341.0,10980.0,-3544.0,-6400.0,-164.0,764.0,17988.0
46909341.0,10976.0,-2900.0,-6396.0,116.0,864.0,17988.0
47311341.0,10880.0,-3032.0,-6788.0,144.0,700.0,17980.0
47713341.0,10944.0,-3056.0,-6484.0,-12.0,256.0,18052.0
48115341.0,11176.0,-3252.0,-6208.0,-88.0,812.0,18032.0
48517341.0,11488.0,-3144.0,-6488.0,-20.0,940.0,17828.0
48919341.0,13452.0,-6452.0,9840.0,112.0,960.0,17844.0
49321341.0,9220.0,-3640.0,19488.0,-8.0,860.0,17844.0
49723341.0,4540.0,-1820.0,21344.0,16.0,912.0,17956.0
50125341.0,1736.0,-1320.0,21932.0,84.0,688.0,18208.0
50527341.0,-252.0,996.0,22844.0,-152.0,896.0,17784.0
50929353.0,340.0,404.0,22156.0,24.0,816.0,18080.0
51331341.0,-4496.0,-340.0,1052.0,-1196.0,-244.0,18316.0
51733341.0,640.0,-1040.0,22008.0,-760.0,2280.0,18400.0
52135341.0,-16.0,-6748.0,25104.0,-1020.0,3356.0,16304.0
52537341.0,676.0,5344.0,23876.0,1120.0,6228.0,13612.0
52939341.0,9292.0,2876.0,18752.0,1776.0,6024.0,13476.0
53341341.0,11712.0,936.0,19976.0,10172.0,6212.0,14172.0
53743341.0,15408.0,-672.0,6796.0,15308.0,1208.0,10452.0
54145341.0,16732.0,-1436.0,7960.0,14388.0,-4012.0,10168.0
54547341.0,9800.0,-3076.0,20432.0,15488.0,-312.0,2508.0
54949341.0,8808.0,-3532.0,19472.0,16344.0,-1320.0,-996.0
55351341.0,8332.0,-2864.0,19628.0,16504.0,-1020.0,-640.0
55753341.0,8148.0,-2544.0,20704.0,16520.0,-900.0,688.0
56155341.0,8360.0,-2856.0,20956.0,16500.0,-944.0,1104.0
56557341.0,9168.0,-2876.0,19676.0,15828.0,-1472.0,620.0
56959341.0,9776.0,-3148.0,18156.0,16188.0,-1172.0,3428.0
57361341.0,9880.0,-3128.0,18256.0,16332.0,-1076.0,3244.0
57763341.0,10228.0,-2764.0,18588.0,16072.0,-1108.0,3436.0
58165341.0,10536.0,-3476.0,17576.0,16408.0,-1288.0,3772.0
58567341.0,10500.0,-3144.0,18012.0,16376.0,-1320.0,3800.0
58969341.0,10276.0,-3200.0,18432.0,16220.0,-1332.0,4028.0
59371341.0,10912.0,-3344.0,17944.0,15860.0,-1324.0,4012.0
59773341.0,10960.0,-3808.0,17084.0,16512.0,-1516.0,4168.0
60175341.0,10064.0,-3264.0,18464.0,16100.0,-1572.0,4412.0
60577341.0,10224.0,-3408.0,18256.0,16132.0,-1400.0,5324.0
60979341.0,10384.0,-3468.0,18344.0,16092.0,-1440.0,5692.0
61381341.0,10184.0,-3424.0,18332.0,16160.0,-1048.0,4436.0
61783341.0,10268.0,-3772.0,18132.0,15896.0,-968.0,5828.0
62185341.0,10544.0,-3568.0,18304.0,16276.0,-1012.0,5024.0
62587341.0,9756.0,-3796.0,18256.0,15944.0,-1096.0,5492.0
62989341.0,9544.0,-3860.0,18180.0,15708.0,-844.0,6508.0
63391341.0,9488.0,-3812.0,18688.0,15656.0,-928.0,5952.0
63793341.0,9904.0,-4372.0,18688.0,15820.0,-1108.0,6240.0
64195341.0,9384.0,-4088.0,18468.0,15832.0,-760.0,5972.0
64597341.0,9752.0,-4088.0,18564.0,16024.0,-688.0,6400.0
64999341.0,9276.0,-4124.0,18820.0,15776.0,-768.0,6400.0
65401341.0,9640.0,-3564.0,18288.0,15800.0,-868.0,6816.0
65803341.0,10632.0,-4316.0,17776.0,15048.0,-544.0,6284.0
66205341.0,15064.0,-4176.0,12492.0,15684.0,-964.0,7852.0
66607341.0,16116.0,-3640.0,10148.0,15452.0,-1396.0,8096.0
67009341.0,15496.0,-3700.0,6020.0,15468.0,-1908.0,5664.0
67411341.0,15720.0,-2376.0,11092.0,16976.0,-684.0,2008.0
67813341.0,15076.0,-2564.0,10656.0,15708.0,272.0,1564.0
68215341.0,15976.0,-3000.0,4736.0,15816.0,-1636.0,1824.0
68617341.0,16560.0,-2220.0,4900.0,16432.0,-1664.0,4244.0
69019341.0,16948.0,-2240.0,4536.0,16696.0,-1248.0,4220.0
69421341.0,16680.0,-1876.0,5556.0,16420.0,-1116.0,3652.0
69823341.0,15940.0,-1780.0,4552.0,16132.0,-964.0,3832.0
70225341.0,16548.0,-1768.0,4616.0,16216.0,-932.0,5072.0
70627341.0,16272.0,-1748.0,3236.0,16304.0,-648.0,4392.0
71029341.0,15964.0,-2804.0,7428.0,16272.0,-888.0,2956.0
71431341.0,14960.0,-2792.0,11160.0,16708.0,-420.0,1444.0
71833341.0,15252.0,-1080.0,13200.0,12252.0,-492.0,11588.0
72235341.0,14952.0,-1404.0,12308.0,13736.0,-232.0,11396.0
72637341.0,14460.0,-1460.0,13996.0,13204.0,-424.0,11464.0
73039341.0,14436.0,-1596.0,13328.0,14368.0,-248.0,9888.0
73441341.0,14204.0,-1912.0,12464.0,15124.0,-116.0,9508.0
73843341.0,14688.0,-1712.0,13892.0,13872.0,-532.0,10304.0
74245341.0,15044.0,-1664.0,12888.0,14540.0,-552.0,9544.0
74647341.0,14432.0,-1796.0,13572.0,14572.0,-412.0,9504.0
75049341.0,14628.0,-1764.0,12408.0,14524.0,-612.0,9604.0
75451341.0,14592.0,-1704.0,12924.0,14592.0,-232.0,9744.0
75853341.0,14716.0,-1624.0,13272.0,14132.0,-348.0,9848.0
76255341.0,15184.0,-1388.0,12900.0,14496.0,-80.0,9924.0
76657341.0,14776.0,-1480.0,13788.0,14192.0,-364.0,9696.0
77059341.0,14596.0,-1756.0,13684.0,13952.0,20.0,10064.0
77461341.0,14808.0,-2132.0,11960.0,14420.0,-96.0,10160.0
77863341.0,15736.0,1136.0,11324.0,14476.0,-980.0,9120.0
78265341.0,15368.0,-2008.0,12032.0,14328.0,-248.0,9276.0
78667341.0,15124.0,-2136.0,12664.0,14028.0,-468.0,9436.0
79069341.0,15404.0,-2164.0,11888.0,14476.0,-480.0,9864.0
79471341.0,15264.0,-2424.0,12048.0,14480.0,-820.0,9648.0
79873341.0,13292.0,-4084.0,9348.0,14996.0,-924.0,7268.0
80275341.0,4496.0,-2888.0,22544.0,17304.0,-368.0,6808.0
80677341.0,-5208.0,-3436.0,22008.0,15504.0,-2596.0,-756.0
81079341.0,-4544.0,1316.0,28632.0,9688.0,-1884.0,-7924.0
1481341.0,13964.0,-4300.0,8508.0,14856.0,-648.0,-4812.0
81883341.0,15672.0,-4708.0,9260.0,14808.0,-1796.0,-5204.0
82285341.0,15832.0,-4284.0,11072.0,15400.0,-1912.0,-4324.0
82687341.0,15264.0,-4792.0,10288.0,15188.0,-1996.0,-4536.0
83089341.0,14456.0,-4996.0,11464.0,14792.0,-1616.0,-4440.0
83491341.0,14928.0,-4304.0,10692.0,15200.0,-1684.0,-4632.0
83893341.0,15140.0,-4400.0,10936.0,15508.0,-1592.0,-3852.0
84295341.0,14784.0,-4484.0,10488.0,15480.0,-1796.0,-2936.0
84697341.0,14932.0,-4280.0,11212.0,16492.0,-2040.0,-1420.0
85099341.0,14792.0,-6428.0,10108.0,15620.0,-2716.0,-888.0
85501341.0,14292.0,-5140.0,11568.0,16012.0,-3068.0,4620.0
85903341.0,14736.0,-4656.0,12192.0,12624.0,-4524.0,13064.0
86305341.0,13600.0,-4684.0,13204.0,12980.0,-1544.0,11492.0
86707341.0,9716.0,-4452.0,9436.0,8596.0,1220.0,15336.0
87109341.0,5152.0,-2316.0,25996.0,2204.0,3716.0,18440.0
87511341.0,100.0,-2856.0,23576.0,-1644.0,5296.0,17780.0
87913341.0,-1944.0,-4092.0,26828.0,-4756.0,4664.0,17724.0
88315341.0,2644.0,-5220.0,18040.0,3464.0,1944.0,15696.0
88717341.0,8968.0,-5484.0,17232.0,5668.0,1332.0,15908.0
89119341.0,14600.0,-7672.0,9324.0,4904.0,2292.0,16104.0
89521341.0,16596.0,-1256.0,2556.0,13856.0,380.0,9508.0
89923341.0,14204.0,1248.0,-2048.0,11064.0,484.0,10052.0
90325369.0,14512.0,-144.0,6120.0,12740.0,-876.0,10172.0
90727341.0,8704.0,544.0,20500.0,17464.0,-852.0,1144.0
1129341.0,2828.0,4956.0,17668.0,13940.0,-1172.0,6316.0
91531341.0,8576.0,128.0,22504.0,17168.0,-3568.0,2392.0
91933341.0,7720.0,664.0,19240.0,16912.0,-2048.0,2876.0
92335341.0,8564.0,1960.0,19516.0,18244.0,-3984.0,204.0
92737341.0,4928.0,2600.0,22868.0,15900.0,-3640.0,-7380.0
93139341.0,14928.0,-872.0,19596.0,17136.0,-3728.0,-2216.0
93541341.0,15360.0,-1756.0,-6512.0,13768.0,-2620.0,8536.0
93943341.0,11128.0,-1448.0,-8360.0,12872.0,-3204.0,12712.0
94345341.0,2888.0,2696.0,-10732.0,6204.0,-5204.0,14856.0
94747341.0,2240.0,2108.0,-9884.0,6208.0,-5608.0,17092.0
95149341.0,3000.0,2180.0,-9288.0,6172.0,-5332.0,15612.0
95551341.0,3060.0,2072.0,-11776.0,7464.0,-5332.0,16188.0
95953341.0,3608.0,2140.0,-10072.0,7580.0,-5348.0,14780.0
96355341.0,4196.0,1824.0,-9360.0,7532.0,-5408.0,15040.0
96757341.0,4404.0,1780.0,-9300.0,6060.0,-4664.0,15720.0
97159341.0,4308.0,2100.0,-20136.0,5304.0,-4976.0,14256.0
97561341.0,13824.0,-1016.0,3940.0,14128.0,-56.0,10148.0
97963341.0,16440.0,-1932.0,13548.0,15948.0,-1268.0,8244.0
98365341.0,15992.0,-1208.0,11732.0,15152.0,-1504.0,7352.0
98767341.0,14772.0,-2304.0,11200.0,15644.0,-2216.0,6304.0
99169341.0,17976.0,72.0,15348.0,13748.0,-2816.0,10440.0
99571341.0,15156.0,-2716.0,9056.0,13508.0,-2380.0,10696.0
99973341.0,15348.0,-3840.0,13348.0,13488.0,-4372.0,13024.0
100375341.0,13016.0,-6660.0,9888.0,13832.0,-5340.0,9388.0
100777341.0,12356.0,-8308.0,7472.0,13176.0,-6216.0,6628.0
101179341.0,12804.0,-10748.0,12788.0,11560.0,-10120.0,10080.0
101581341.0,13908.0,-6892.0,9440.0,8944.0,-6604.0,11844.0
101983341.0,14448.0,-4412.0,9664.0,10984.0,-6320.0,10872.0
102385341.0,15336.0,-5876.0,11804.0,13860.0,-4732.0,12664.0
102787341.0,14700.0,-5668.0,6328.0,14676.0,-3684.0,4944.0
103189341.0,15664.0,-5336.0,3572.0,16064.0,-5060.0,4480.0
103591341.0,15640.0,-3936.0,6528.0,15004.0,-4928.0,2856.0
103993341.0,15844.0,-5184.0,4572.0,16328.0,-1384.0,3644.0
104395341.0,16312.0,-4412.0,5700.0,16156.0,-3140.0,4360.0
104797341.0,16176.0,-4780.0,4572.0,16144.0,-4020.0,5032.0
105199349.0,16148.0,-4688.0,7612.0,15452.0,-3548.0,4888.0
105601341.0,14904.0,-7820.0,2956.0,14976.0,-4872.0,5716.0
106003341.0,14116.0,-7440.0,-188.0,14592.0,-4644.0,3740.0
106405341.0,15248.0,-6188.0,1548.0,16344.0,-4252.0,4604.0
106807341.0,16112.0,-6532.0,2276.0,15788.0,-5268.0,6476.0
107209341.0,15488.0,-8420.0,-2712.0,14388.0,-6972.0,5136.0
107611341.0,10204.0,-10940.0,-308.0,11364.0,-6936.0,7012.0
108013341.0,15860.0,-6152.0,-2052.0,17736.0,-4704.0,4008.0
108415341.0,15804.0,-7216.0,2684.0,16820.0,-7048.0,1928.0
108817341.0,16392.0,-1704.0,4356.0,14816.0,-8992.0,2432.0
109219341.0,14660.0,-4920.0,-1052.0,16228.0,-4092.0,1676.0
109621341.0,14080.0,-6644.0,604.0,15248.0,-4272.0,2344.0
110023341.0,16796.0,-6756.0,1928.0,17336.0,-6276.0,1824.0
110425341.0,14504.0,-5700.0,-5732.0,15052.0,-4284.0,3352.0
110827341.0,15068.0,-3496.0,-1044.0,15732.0,-5948.0,2184.0
111229341.0,15940.0,732.0,1684.0,16228.0,-1700.0,1816.0
111631341.0,15924.0,-2068.0,10244.0,16708.0,-1860.0,2488.0
112033341.0,14608.0,-1332.0,4424.0,15260.0,-1992.0,2860.0
112435341.0,17644.0,-3588.0,10112.0,14408.0,-3908.0,2576.0
112837341.0,15740.0,-1376.0,11988.0,15528.0,-2164.0,3092.0
113239341.0,17704.0,-6852.0,2192.0,15672.0,-4008.0,2500.0
113641341.0,15712.0,-2832.0,9468.0,16136.0,-3120.0,2160.0
114043341.0,16084.0,-3152.0,8736.0,16620.0,-3304.0,1160.0
114445341.0,17056.0,-3068.0,10276.0,15000.0,-4524.0,7268.0
114847341.0,15732.0,-2984.0,9560.0,14272.0,-2160.0,8864.0
115249341.0,15952.0,-3248.0,8836.0,15240.0,-2592.0,7960.0
115651341.0,16012.0,-3828.0,8512.0,17132.0,-2240.0,984.0
116053341.0,15384.0,-3876.0,8336.0,15480.0,-3676.0,2944.0
116455341.0,15920.0,-3420.0,8536.0,15520.0,-4652.0,-816.0
116857341.0,15676.0,-3684.0,8504.0,15264.0,-2976.0,864.0
117259341.0,16244.0,-3756.0,7772.0,16260.0,-4892.0,1764.0
117661341.0,15940.0,-3740.0,8108.0,15524.0,-3508.0,3172.0
118063341.0,15712.0,-2420.0,8992.0,16740.0,-7080.0,-4508.0
118465341.0,16028.0,-3280.0,8248.0,15504.0,-3372.0,5008.0
118867341.0,15848.0,-3676.0,8616.0,16348.0,-3596.0,56.0
119269341.0,16016.0,-3448.0,8440.0,15824.0,-3296.0,-84.0
119671341.0,16028.0,-3340.0,7908.0,16468.0,-3440.0,272.0
120073341.0,15788.0,-3432.0,8436.0,17324.0,-2156.0,1092.0
120475341.0,16000.0,-3364.0,8504.0,16356.0,-3572.0,220.0
120877341.0,15780.0,-3356.0,8228.0,16072.0,-2916.0,768.0
121279341.0,15940.0,-3532.0,8696.0,16268.0,-4652.0,-868.0
121681341.0,14892.0,-4780.0,8728.0,16100.0,-4724.0,3280.0
122083341.0,15848.0,-3720.0,9020.0,15120.0,-5224.0,3008.0
122485341.0,15952.0,-4044.0,9108.0,14716.0,-3868.0,7068.0
122887341.0,15760.0,-3964.0,9356.0,15352.0,-3456.0,5784.0
123289341.0,16236.0,-3988.0,7736.0,16600.0,-4176.0,1940.0
123691341.0,15852.0,-4032.0,8260.0,15780.0,1148.0,4024.0
124093341.0,15596.0,-3488.0,8248.0,15360.0,-3360.0,2996.0
124495341.0,15988.0,-3788.0,8584.0,16464.0,-3172.0,1888.0
124897341.0,14720.0,-4772.0,11328.0,17292.0,-1604.0,-1736.0
125299341.0,14804.0,-4188.0,12744.0,16344.0,-796.0,-240.0
125701341.0,13444.0,-3860.0,14520.0,16128.0,-2028.0,896.0
126103341.0,14500.0,-3852.0,10696.0,16808.0,-1060.0,3240.0
126505341.0,16560.0,-4788.0,8436.0,16676.0,-508.0,2748.0
126907341.0,21236.0,-8140.0,6344.0,18788.0,-4116.0,5856.0
127309341.0,14164.0,-4952.0,6556.0,16208.0,-4420.0,1944.0
127711341.0,15456.0,-4676.0,7232.0,15720.0,-1864.0,2728.0
128113341.0,15252.0,-5308.0,7584.0,17516.0,-3592.0,8252.0
128515341.0,15412.0,-5120.0,8616.0,16184.0,-1696.0,2892.0
128917341.0,15584.0,-3732.0,7868.0,14980.0,-1500.0,1860.0
129319341.0,16056.0,-5684.0,6668.0,17096.0,-1400.0,1720.0
129721341.0,15380.0,-6096.0,6876.0,16468.0,-2080.0,2244.0
130123341.0,16032.0,-5088.0,7624.0,16276.0,-1600.0,2560.0
130525341.0,15204.0,-4328.0,7632.0,15728.0,-3228.0,2676.0
130927341.0,15124.0,-5388.0,6644.0,16084.0,-2444.0,3216.0
131329341.0,15864.0,-5124.0,5604.0,16220.0,-2248.0,3548.0
131731341.0,16196.0,-5280.0,6160.0,15996.0,-2428.0,4032.0
132133341.0,15008.0,-3968.0,5904.0,17176.0,-2500.0,3424.0
132535341.0,15340.0,-5716.0,4952.0,16604.0,-2496.0,2584.0
132937341.0,15528.0,-5852.0,6092.0,16228.0,-2548.0,2672.0
133339341.0,15680.0,-5692.0,6112.0,16444.0,-2552.0,2640.0
133741341.0,15312.0,-5264.0,6040.0,15988.0,-2844.0,2716.0
134143341.0,15800.0,-5264.0,5564.0,16564.0,-2628.0,3008.0
134545341.0,15740.0,-5100.0,5780.0,16384.0,-3208.0,2148.0
134947341.0,16236.0,-5364.0,6004.0,16116.0,-2952.0,3492.0
135349341.0,14864.0,-4788.0,10172.0,16268.0,-2916.0,1148.0
135751341.0,11820.0,-3804.0,17252.0,14712.0,-2468.0,-48.0
136153341.0,12212.0,-3600.0,16604.0,15312.0,-1356.0,-156.0
136555341.0,12028.0,-3492.0,16988.0,16224.0,-2844.0,116.0
136957341.0,11988.0,-3232.0,16596.0,16156.0,-2604.0,320.0
137359341.0,11948.0,-3564.0,16828.0,16276.0,-2612.0,352.0
137761341.0,11804.0,-3392.0,17156.0,16244.0,-2600.0,268.0
138163347.0,13280.0,-3272.0,17636.0,16288.0,-2204.0,24.0
138565341.0,13156.0,-5448.0,11396.0,16176.0,-6680.0,-1956.0
138967341.0,14768.0,-7184.0,5224.0,15104.0,-3456.0,1168.0
139369341.0,15640.0,-10036.0,5420.0,16096.0,-7780.0,-996.0
139771341.0,14648.0,-7648.0,7536.0,16512.0,-4468.0,-2084.0
140173341.0,16004.0,-5812.0,7408.0,17192.0,-5496.0,-980.0
140575341.0,15104.0,-5224.0,6728.0,16240.0,-4336.0,1188.0
140977341.0,14328.0,-6620.0,8792.0,15708.0,-3496.0,636.0
141379341.0,14524.0,-8236.0,7804.0,15624.0,-4272.0,656.0
141781341.0,14692.0,-7260.0,7820.0,16080.0,-4720.0,1352.0
142183341.0,14344.0,-7392.0,8444.0,15448.0,-5448.0,920.0
142585341.0,14316.0,-7380.0,8428.0,15300.0,-5376.0,2116.0
142987341.0,14432.0,-7088.0,7408.0,15488.0,-5480.0,1484.0
143389341.0,14392.0,-7300.0,7856.0,13864.0,-4632.0,1728.0
143791341.0,13688.0,-7532.0,6996.0,14640.0,-5844.0,1820.0
144193341.0,14448.0,-6996.0,7912.0,14100.0,-4404.0,-1264.0
144595341.0,12024.0,-9108.0,8724.0,14428.0,-7236.0,592.0
144997341.0,16232.0,-3388.0,7532.0,16400.0,-2312.0,5112.0
145399341.0,14228.0,-4620.0,7440.0,13640.0,-1288.0,6268.0
145801341.0,13900.0,-6556.0,5048.0,15048.0,-1740.0,5972.0
146203341.0,15620.0,-4280.0,5476.0,16732.0,-4304.0,4104.0
146605341.0,16428.0,-5856.0,6624.0,17028.0,-2188.0,4268.0
147007341.0,19056.0,-6396.0,4768.0,17524.0,-2468.0,2824.0
147409341.0,16280.0,-4272.0,5584.0,16136.0,-2912.0,2648.0
147811341.0,15336.0,-3992.0,6972.0,15252.0,-2084.0,2372.0
148213341.0,15892.0,-4284.0,7156.0,16432.0,-3204.0,3084.0
