time,ax,ay,az,bx,by,bz,angle_deg
167911341.0,15936.0,80.0,11308.0,17104.0,-1124.0,2532.0,27.209167567937943
168313341.0,15636.0,-876.0,11004.0,16268.0,-1116.0,2500.0,26.385847417513233
168715341.0,15648.0,-4208.0,10412.0,16676.0,-3076.0,2940.0,23.277538955890897
169117341.0,14948.0,-5140.0,11260.0,16796.0,-3272.0,2004.0,29.69668999083779
169519341.0,14696.0,-2688.0,11900.0,15484.0,-2356.0,3716.0,25.237003807222848
169921341.0,15100.0,304.0,12788.0,16348.0,-28.0,2640.0,31.101705098734982
170323341.0,15792.0,-20.0,12224.0,17092.0,-116.0,1752.0,31.89092209001101
170725341.0,14184.0,776.0,10164.0,15612.0,-820.0,5496.0,17.094272831303112
171127341.0,3080.0,1140.0,17916.0,14936.0,1928.0,12356.0,40.55868788719699
171529341.0,-1160.0,-6244.0,21552.0,9512.0,-2512.0,11244.0,42.62895036988686
171931341.0,8256.0,-8656.0,18492.0,15588.0,-5776.0,7652.0,37.39726218028282
172331821.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
172731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
173131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
173531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
173931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
174331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
174731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
175131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
175531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
175931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
176331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
176731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
177131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
177531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
177931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
178331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
178731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
179131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
179531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
179931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
180331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
180731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
181131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
181531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
181931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
182331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
182731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
183131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
183531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
183931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
184331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
184731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
185131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
185531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
185931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
186331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
186731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
187131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
187531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
187931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
188331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
188731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
189131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
189531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
189931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
190331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
190731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
191131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
191531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
191931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
192331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
192731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
193131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
193531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
193931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
194331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
194731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
195131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
195531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
195931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
196331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
196731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
197131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
197531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
197931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
198331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
198731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
199131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
199531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
199931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
200331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
200731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
201131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
201531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
201931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
202331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
202731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
203131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
203531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
203931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
204331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
204731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
205131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
205531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
205931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
206331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
206731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
207131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
207531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
207931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
208331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
208731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
209131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
209531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
209931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
210331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
210731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
211131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
11531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
211931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
212331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
212731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
213131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
213531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
213931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
214331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
214731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
215131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
215531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
215931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
216331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
216731794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
217131794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
217531794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
217931794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
218331794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
